kigali ni umugi mukuru wurwanda	kigali is capital city of rwanda
Nyuma yamasaha abiri 	after Two hours 
ikoronabuhanga rigezweho	modern technology 
bijyanye no kwita kubantu bashaje	about taking care of old people
Kureba ko Komite Ngenamigambi ikurikira	Ensure that the Planning Committee follows
Abakozi bo mu biro by imisoro baba babizi neza	The staff of the tax office are very certain
mu buryo bw umwuka  	in the spiritual way 
igihe bahagararaga ahantu ngo bagire icyo bafungura	when they stood in a place to have something to eat
abazize Jenoside no gucana urumuri rw Icyizere ku rwibutso rwa Kigali	the Genocide Victims and lighting a light of hope at the Kigali Memorial
batanga iyo mirimo iyo bitabiriye	they provide those services when they participate
ibigo birera abatishoboye kubahiriza aya mabwiriza 	foster cares to follow these regulations
imana ikunda abantu bayo	God loves His people
 I run every morning	niruka buri mugitondo
Roger ntakazi yagiraga	Roger was unemployed
 yarabungabunzwe  Ku bufatanye na USA	 were taken care of in collaboration with USA
shyira umukono kuri iyi nyandiko	sign on this document
ko akurwa mu mwanya wakazi	that he is removed from the position of work
Kugaragaza igihe ushyize ku isoko imigabane yawe	Indicate when you put your shares on market 
amubwira mu giheburayo 	"he said to him in Hebrew,"
mugihe cy'amezi abiri bagenzuraga igice kinini cyu urwanda 	in two months they controlled a larger part of Rwanda
bw undi bukomoka ku miterere y ahantu 	of the other depends on the nature of the place
Nkuko abantu babivuga	As people say it
bari i Yudaya bazahungire ku misozi 	in Judea they will flee to the mountains
ihagije hakurikijwe ibikorwa by ubucuruzi	enough in terms of business activities
umugaba w ingabo akuraho igitutsi k'umwami	The general of the army removed the insult from the king
Ishyirahamwe rya ba nyir'umutungo 	The association of the property owner
ibateza ibibazo byinshi	it causes them many problem
bahagarika by agateganyo imirimo yabo igihe gito	they temporarily suspended their duties
yaje kumureba	he came to see her
bikurikirwa nibyo byaturutse mu Bigo bya Leta 	followed by those from Public Institutions
Igihe bari bageze kure gato y i Sodomu  yarahagaze	When they had come a short distance from Sodom he stood
hakurya yuruzi  	on the other side of the river  
mu murimo n'urugo rwe	in the work and his home
inyigisho zerekeye imibatizo  no kumurambikaho ibiganza  	the doctrine of baptism by putting a hands on him
 URUKUNDO RWA YEZU NA MARIYA	THE LOVE OF JESUS AND MARY 
ari ifeza nizahabu wahitamo iki	if it is silver and gold which one you can shoose
ntujye kwisoko uyumunsi	don’t go to the market today
agaha umugore we nabana	and he gives his wife and children
Ibipimo itabi ritarenza	Standards of cigarette can't exceed
umwana arikumwe na  Kirezi Gabriella 	the child is with Kirezi Gabriella
imiterere ni mikorere	the structure and function
andika umwandiko ukurikira	write the following text
abantu bo muri isiraheli	the people of Israel
gushyiraho akanama ku bibazo byihariye 	to put a council on specific issues
Diyoseze ya Shyira yemewe n Iteka rya Minisitiri	The Diocese of Shyira is approved by a Ministerial Order
imyobo yo mu butaka	the holes in the ground
ubushobozi bwishyirahamwe ryose 	the ability of a whole association
windakaza ndagusabye	don’t make me angry please
twunze ubumwe na Kristo 	we are united with Christ
igitare kiri ku munwa w igituro 	the rock at the mouth of the tomb
Kubona isoko ry umusaruro	Finding a market for production
cyangwa gusobanura aya mategeko 	or the interpretation of these rules 
Imbonerahamwe igaragaza izindi nzibutso zasanwe ku bufatanye bwa Komisiyo	The table shows other memorials repaired in collaboration with the Commission 
ubugingo bwe kuba incungu ya benshi 	his soul being the ransom of many
amashuri mato  ayisumbuye na kaminuza	primary schools secondary and university
reba ukuntu uyumuntu agenda	look how this person walk
nijoro  Pawulo abona umugabo	At night Paul saw a man
ni iki cyakorwa mu rwego rwo guhangana n ingaruka zintambara	what can be done to deal with the effects of war
Kwitabira gahunda ya Ndi umunyarwanda	Participate in ndi munyarwanda program
Nuko mu ntangiriro z'umwaka	So at the beginning of the year
urigukora iki 	what are you doing
Akanwa ke kuzuye imivumo nuburinganya	His mouth is full of curses and lies
Umukemurampaka wihutirwa ashobora gufata umwanzuro	An emergency arbitrator can take umwanzuro
"politiki,  idini,  umubano, cyangwa indi"	"political, religion, relationship, or other"
hakurikijwe amazu ya ba sekuruza  hamwe n igice cy abagize umuryango wabo	according to their ancestral homes and part of their family
Luka   Josephe ahamya ko Titus yashyingiwe nabo bantu	Luke Josephus testifies that Titus married those people
ibyo ntago bizababaho	that will never happen to them
Galilaya aramwegera  amwingingira gutuza	Galilee approaches him and begs him to come down
mu Nteko Rusange idasanzwe yo kuwa wambere	in the Extraordinary General Assembly of the Monday
None se ni iki cyagufasha gutuza?  	So what can help you to calm down? 
Ni iyihe gahunda wakwishyiriraho yagufasha gutegura umuhuro	What plan can you make to help prepare for the meeting?
yatuma abantu barushaho  kugira ubumenyi nyakuri	would make people get more true knowledge  
 niba bishoboka mumureke agende	 if possible let him go
urikuvuga iki	what are you talking about
Inteko Rusange idasanzwe iteranira ku igihe	The Extraordinary General Assembly convenes on time
ariko ntishobora kujya munsi ya batatu  	but it can't go under three
Kugira Uburenganzira kumutungo	To have the right to the property
cyangwa yatanzwe nisosiyete	or provided by the company
 isanduku y Imana y ukuri  	"the ark of the true God, "
ngiye gusanga uwantumye  	 I am going to find the one who sent me
aramwica  Nuko uwo munsi arahunga	 he killed him and then he fleed
Uwiteka abwira Mose na Aroni ati  Nimujyane	"the Lord said to Moses and unto Aaron, go together"
yampaye amafaranga	she gave me momey
 kurwanya ruswa 	to figt against corruption
imana imuhe umugisha	may God bless him
azi ibintu byinshi	he knows a lot of things
atwara imodoka yitonze	he drives  car carefuly
ndarahira ku mana	I swear to god
ntago nakundaga gusoma ibitabo	I didn't like to read books
yubatse inzu niza	he built a beautiful house
soma iki gitabo	read this book
ufite kugenda	you have to go
yatwaye igikapu cye	she took her bag
nkunda kurya	I like to eat
afite akaguru kamwe	he has one leg
umwanya wange uri he	where is my place
yasomye inkuru	he read a story 
yaje nyuma yange	he came after me
"niba ugiye, ndaguma hano"	"if you are leaving,I'll stay here"
ubu nibwo buryo bwizewe	this is better way
duhaye imana icyubahiru	we give God praize
zamura ikiganza cyawe cy'iburyo	raise up your right hand
urakoze	thank you
tugiye kurya	we are going to it
kwihangana bituma utsinda	 being  patience makes you to win  
nibazaga niba wari  uri ahangaha	I was wondering if you were here
 bari gutanga akazi kubatagafite	they are giving a job to unemployed
uyumunsi nukwiga	to day is to study
iyo mbyutse mugitondo	when I wake up in the morning
yamuzaniye ibirungo byo guteka	he brought him gloceries for cooking
urakaza neza	you're welcome
ntiyashobora guteka	he is not able to cook
meze neza murakoze	I'm good thank you
Minisiteri y' Iterambere ry' Umuryango n' Uburinganire	Ministry of Family Development and Gender
makumyabiri na kane   uhereye ku munsi	twenty-four from a day
cyane cyane u Rwanda	especially rwanda
ndananiwe	I'm tired
nta mukunzi mfite	I don't have a boyfriend
uratwite?	are you pregnant?
"niba wumva wishimye, koma amashyi"	"if you are  happy ,clap your hands"
nagufasha iki nshuti	what can I help you dear?
twagiranye ikiganiro mbere	we had convernsation before
nagira icyo mvuga 	can I have something to say
ndacyeka mfite igitekerezo cyiza	"I have good Idea ,I think so"
hanyuma y'ibyo ufite kwicara	after that you have to sit
afite ikibazo gikomeye	he is with difficult problem
abatazitabira bazahanwa	"who will not attend , they will be punished"
imibare iroroha kuyimenya	mathematics is easy to learn
byimbitse	deeply
nabonye umukobwa mwiza	I sw a beautiful girl
numvise amakuru meza	I heard good news
ni wowe wamwohereje 	is it you who sent her 
ibi nibiki?	what is this?
virusi yakwirakwiye hose mu duce tw'isi	virus spreaded into all region of the earth
ukunda gukina iki?	what do you like to play?
Uburenganzira bw' uwakoresheje mbere	The rights of the previous user
kongera ireme ry'uburezi	to improve the quality of education
kubera iki uri kurira	why are you crying
yagurishije ipantaro ndende	he sold a long pental
akunda kubyina	she likes to dance
Abahinzi  ba kawa 	The  coffee farmers 
warashyingiwe	have you get marriage
gisa akunda gucuranga gitari	gisa likes to play guitar
yesu ari kumwe natwe	jesus is with us
Imana yacu ikwiriye icyubahiro	Our God deserved  glory
mwizina rya yesu	in the name of jesus
nsohokera mu nzu	get out of my house
nukubera iki ufite ubwoba	why are you afraid
noherereje data uru rwandiko	I have sent my father this letter
abantu barimo barapfa	people are dying
ntuye kugisozi	I live at gisozi
ubundi buryo bwo kugera kuntego zawe muri ubu bucuruzi	other way to achieve your goals in this business
Gatete  Mukama umutware w'inyagatare	Gatete mukama the Lord of Nyagatare
inyandiko zamabanga ya guverinoma	documents of government's secret
rihagararirwa ni izuba n imirasire yaryo	it is represented by the sun and its rays
ni ikihe cyabanje kubaho  Kubera ko inyigisho yo kutemera Imana	what is the first to live Because the doctrine of atheism
Mu gihe cy'inzara izagukiza urupfu 	In times of famine it will save you from death
buri muntu na buri munyamuryango	every person and every member
icyo cyo ntuzagihanirwa 	you will not be punished for that
Amabwiriza ya Minisitiri 	Ministerial Instructions 
Amakimbirane n impaka zose zivutse hagati	All disputes and arguments arise between them
Sebukwe aramubwira ati  Ni ukuri 	"His father-in-law said to him, ""It is true."""
Ku isi hose  abagaragu ba Yehova bambara bikwiye	"Around the world, Jehovah's servants wear appropriety"
azongera areke Abisirayeli mu butayu  namwe	he will again leave the Israelites in the dessert with you
Ukunda mwene Se aguma mu mucyo  	one who loves his brother remains in the light 
Mbese ibi nibyo amategeko ataranditswe avuga	Is this what the Unwritten Law says 
Nakubakiye inzu nziza ihebuje ngaho genda uyibemo	I have built you a wonderful house then go and live in it
kurinda no gusubiza agaciro inyubako zirimo ivumbi	protection and restoration of buildings that contains dust
cyangwa inyubako bigiramo ikinyarwanda	or the building in which they study kinyarwanda
Visi Perezida umusimbura iyo yeguye kukazi	The Vice President replaces him when he resigns
  abantu bashimira mu buryo butandukanye 	people really appreciate in different ways
inteko niyo itora ikanemeza abayisimbura 	The assembly is the one that elects and convinces its successors
Aya mategeko yemejwe kandi ashyirwaho	These rules are approved and enforced
ashyirwaho n inteko rusange 	appointed by the General Assembly
imbere y'intebe y ubwami	before the throne
Iyi nkunga igizwe no gusana ahangiritse ku rwibutso harimo amadirishya  n'igisenge	This support includes repairs to damaged memorials including roof and windows
 Akomeza kugira uburakari	He continues to be angry
impanuka cyangwa ikindi kintu	accident or other incident
maze ibikeri bikwira mu gihugu cyose	and frogs spread throughout the country 
kandi iyo inzu yiciyemo ibice	and when the house was divided in pieces
 uhereye mu buto bwabo	starting from their youth
Asa yumvira inama z Imana	Asa obeyed God's counsel
ndetse n intego z ababashyiraho	and the goals of those who put them on
Duteranira hamwe kugira ngo dusenge Imana n'ubwami bw Imana	We assembly together to worship God and the Kingdom of God
bazawinjiramo nka abanyamuryango	they will join it as members
mu birometero icumi  mu majyepfo ya Jakarta  	in ten miles in south of Jakarta
Ni iki ukwiriye kuzirikana	What do you need to keep in mind
yaravuze ati  kugerageza kwiyibagiza ibibazo bituma birushaho kuzamba aho gukemuka	he said that trying to forget the problems makes it worse rather than solving them
ukora mu izina ry umuntu ukeneye amafaranga	you work in the name of person who needs money
rwigishwamo mu mashuri yisumbuye 	it is taught in secondary schools
Banki zigomba kugaragaza ubushobozi 	Banks must demonstrate the ability 
twaba turi kumwe nabandi cyangwa turi twenyine   	whether we are with others or alone 
bwite ayigenga atanyuranya na yo 	self-governing without contradicting it
Gucunga ikigo gihugura kikanagira inama	Managing a training and consulting center
Ingingo y`Uburyo ibibazo bibazwa	Article of How questions asked
ninde wagaragaweho ko yakoze icyaha nkicyo	for who accused to commit that kind of a sin
  Ariko bagombaga gukomeza kubona ko amaraso afite agaciro  	 But they had to keep looking that blood have the value
ikivunge cyabantu benshi baje kureba yesu	cloud of people came to see jesus
gushyiraho gahunda ibikorwa byingengo yimali	to plan activities for financial budget
Nuko muri iryo joro  bakora divayi  hanyuma aragenda aryamana numugabo we	"So they made wine that night, and she went and slept with her husband"
iri ni isoko ryimbuto	this is a fruits market
Iyo iryosaba ryanditse mu buryo rusange n'urukiko	When the application is generally written by the court
Amoni yatambye intama ye	Amon sacrificed his sheep
wo guteza imbere ubutumwa bwiza  Pawulo yari azi	of the advancement of the gospel Paul knew
ni iryubutegetsi ryongewemo ingingo yambere  	and the administration has added the article one
abakobwa bato bose ntibigeze baryamana nabagabo 	all young girls have never had sex with men
ibyemezo by'ubutaka yatsindiye murukiko	land certificate he won in court
Ingingo y'Icyemezo cy'urukiko	Article of the Decision of the Court
Esawu ntiyafatanaga uburemere ibintu	Esau did not take things seriously
Iyo urukiko rwemereye uberewemo umwenda	When the court allows the debtor
abahungu ba Mehida   	the sons of Mehida
kubusabe bwa Minisitiri w'Ibikorwa Remezo 	At the request of the Minister of Infrastructure
kandi bikemezwa n Inteko Rusange yabaturage 	and approved by the General Assembly of citizen
arangenda azana nabandi badayimoni barindwi	he went and brought seven other demons
kubabwira ikibazo cye	tell them his problem
Komite Nyobozi igizwe n Abayobozi	The Executive Committee is made up of Directors
Icyiciro cya mbere cyimirimo yihariye y'ikigo	first Category of Special Operations of the company
Urukiko Rukuru rwa Gisirikare 	Supreme Military Court 
 inyandiko z'isosiyete muburyo bakoramo	the documents of the company in the way it oparate
 Afite inka n'indogobe n'imikumbi	 He has cows and donkeys and flocks
harimo Perezida na Visi Perezida 	including the President and Vice President
sinkunda kugira inshuti nyinshi	I don’t like to have a lot of friends 
bituma banyura hagati yabyo	it makes them pass through it
serivisi bikaba bidahuje neza na kimwe muri byo	the service is not compatible with any of them
hashize igihe kinini 	it's been a long time ago
kandi kuba yarakoze mu bucamanza 	and that he served in the judiciary 
Gusesengura inyandiko n'amakuru yakusanijwe ku mushinga w'ubushakashatsi	Analyze the documents and information collected on the research project
Raporo y umugenzuzi w'imari igomba kuba 	The auditor's report must be
Mbese dayimoni yabasha gutsinda iyi ntambara	Can a demon win this war?
biragoye kubivuga	it's hard to say it
umunsi w'urugamba  	the day of the battle
Mu gihe kitarenze iminsi makumyabiri  	Within twenty days
Ibyavuye mu bushakashatsi kuri serivisi z ubutaka hakurikijwe intara	The results of the survey on land services by basing on province
Urubyiruko rwavutse bitewe no gufatwa kungufu kw'abagore n'abakobwa	Young people who born because of the rape of women and girls 
jyenda kwishyura imisoro 	go to pay taxes
guhinduka birimo uburere mboneragihugu  ubuzima bw imyororokere  uburenganzira n inshingano	"changing includes civic education, reproductive health, rights and responsibilities"
uburenganzira bwamuntu	human right
Gushyira mu bikorwa ibyemezo n ibyifuzo by Inteko  	Implement the decisions and recommendations of the Assembly
urusengero nurwa nyagasani aho isanduku y'Imana yari iri	the temple is the Lord's where the ark of God was
Kuko ubwoko bukomeye kandi butabarika	Because the race is strong and innumerable 
ndetse no mu nzandiko ze zose yavuze ko	even in all his letters he spoke that
yabitse munyandiko zikoranabuhanga	he kept in the technological document
Mu bihembwe bisanzwe  inteko rusange iraterana	During the regular season the general assembly convenes
muri aya mabwiriza bireba banki 	in these instructions it concerns to the bank
gushyiraho igitabo cy abantu n'ahantu	to set up a book of people and places
umwuka wera uzabigisha byose mwebwe	the Holy Spirit will teach you everything
Ariko ibyo bitaraba  	But before that happen 
Inama ya Kayafa yo kugirira Yesu nabi 	kayafa meeting to harm Jesus
gushyikirizwa Komite y Abunzi 	to be referred to the Mediation Committee 
turi imbere yayo kandi turi kumwe na Kristo  	we are before Him and with Christ
Itangwa ry amafumbire rikwiye kunozwa 	The supply of fertilizers should be improved
Ariko bamubuza gusubira i Yerusalemu	But they stopped him from going back to Jerusalem
ukwemera ntakuka ku butumwa bwa kristo	unwavering faith in the message of the christ
Ayiwe  mana yanjye umwana wanjye arihe	Oh my God where is my child
mu mwaka wa karindwi azagenda	in the seventh year he will go
mu Rwanda byemejwe n Urwego rw Ishyaka	in Rwanda it is approved by the Party level
byatuma intego zigerwaho	it would make objectives be achieved
Egiputa nayo ni ibuye rikomeza impfuruka	Egypt is also the cornerstone
kandi bazazanira Yehova ituro 	and they will bring an offering to Jehovah
 ukwakira nukuboza nikimwe	October's and December's are the same
abagabo bintwari	the heroe's men
inteko rusange idahari	 absence of the General Assembly
wiga hehe	where do you go to school 
Umwami wa Siriya abwira Namani ati  haguruka ugende  	The king of Syria said to Naaman Get up and go
gihe uzabawaramenye ibintu biguhesha amahoro  	when you become aware of things that brings you peace 
Ni yo mpamvu ngiye kumwemeza	That's why I'm going to convince him
Avuga ko ahora asaba ko bamufasha bakamubwira ko bazabikora 	He says he always asks for help and they tell him they will
biteganywa n iri tegeko 	as required by this law
Ese abatware bacu bamenye badashidikanya ko uyu ari Kristo	Did our leaders know for sure that this was the Christ?
nzabateraniriza hamwe mfite uburakari n umujinya 	I will gather them together with anger and wrath
kwitegura kwishyurwa isosiyete ikimara  kugera hano	preparation for payment as soon as the company alive
n'urwandiko rusaba rwatangiwe mu biro	and a letter of application issued in office
icyo aricyo cyose ni kiza kuri nge	whatever is good to me
cumi na kabiri niye	twelve is for her
hanakurikizwa amabwiriza yashyizweho 	and in accordance with the established regulations 
Manase amenya ko Yehova yari ariyo	Manasseh knew that Jehovah was there
igihe cy'umwaka umwe kugira ngo apfe	a period of one year for him to die
ameza ya Yehova arera 	the table of Jehovah is clean
Nuko mbona undi mumarayika aguruka mukirere	Then I saw another angel flying in the sky
kugeza kuri miliyoni icumi z'amafranga yurwanda	up to ten millions of Rwandan francs
abageze mu zabukuru n abaturage bo mu karere ka Gicumbi 	the elders are the cirizen of Gicumbi district
Watanze Umwana wawe ukunda  	You sacrificed your beloved Son
umurongo wa radiyo ntago aritumanaho	the radio channel is not a communication
umuryango no kwishyura imyenda  	the family and the payment of debts 
 abaturage cyangwa serivisi za leta	citizen or government services
"Muri serivisi z ubutaka n ibidukikije, ubushakashatsi Buri mu byiciro bibiri "	"In Land and Environmental Services, Researches is in two phase"
ubu noneho biri kwisoko	there are on the market now
ninde ubasha kubumbura icyo gitabo	 who can open that book
impapuro meshwamwenda cyangwa irindi faranga	the bonds
amajwi arenga bati  Hoziyana mwene Dawidi 	They shouted aloud Hosianna David's son
Amatora azaba mu kwa mu nani	The elections will take place in August
Leta yacu ifite imiyoborere myiza	Our government has good leadership
Umupira w'amaguru niwo mukino ukunzwe cyane mu bwongereza	football is the most loved game in England
Ubushobozi bw'umwuka wera	The power of the holy spirit
Shekemu amaze gukunda Dina  amufata ku ngufu	Sheckem after loving Dinah he raped her
Nagukunze nkikubona	I loved you at first sight
uburyo bwe bwo kwigisha	His teaching methodology
Byose bituruka kuri data wa twese wo mu ijuru	It all comes from our heavenly father in heaven
 Ndakazwa n'ubusa 	I am easily angered 
Kayonza  Ruhango  na Kirehe 	Kayonza Ruhango and Kirehe
Ntaburenganzira afite bwo kwinjira hano	He doesn't have the right to enter here
guhamagazwa mu buryo bwavuzwe haruguru	summoned in the manner described above
Igikorwa kizarangira nyuma y'umwaka	The activity will end in a year
Muzasubizwa amafaranga y'urugendo n'ay'icumbi	You'll be refunded travel expenses and accomodation costs
Umugezi wa mbere muremure muri Africa ni Nile	The longest river in Africa is Nile
urugendo rwo kwibuka	walk to remember
Ujye ushyira mu bikorwa ibyo uvuga	put what you talks into actions
Genocide yakorewe abatutsi 	Genocide against Tutsis
Iyi niyo nzira	This is the way
Hariya niho atuye	He lives over there
Bamaze imyaka mirongo ine mu butayu	They spent 40 years in the desert
Guhamagarana kuri telephone nibwo buryo bworoshye bwo kuvugana n'abo ukunda	Calling each other on telephone is the easiest way to communicate with your loved ones
Umuyobozi mukuru w'ishyirahamwe	The head of the association
Mfite inshuti ituye mu Bufaransa mu mujyi wa Pari	I have a friend who lives in France in the city of Paris
Umujura yinjiye mu nzu yiba ibintu byose	A thief sneaked into the house and stole everything
 bakomeje kwiringira Yehova	 they continued to trust in Jehovah
Uburusiya nicyo gihugu cya mbere kinini ku isi	Russia is the largest country on earth
Mfite uburenganzira bwo gutwara ikinyabiziga naherewe I buraya	I have a driving license I got from Europe
Bashoye imari mu bucukuzi bw'amabuye y'agaciro	They invested in mining of mineral stones
Umugore yishe umugabo we nyuma yo kumufata aryamanye n'indaya	A woman killed her husband after catching him cheating on her with a prostitute
Bansabaga icyo bashaka cyose	They requested me whatever they needed
Mu Rwanda bimakaje umuco w'isuku	In Rwanda they noted a culture of hygiene
Ifaranga ry'u Rwanda ryikubye kabiri	Rwandan currency has doubled 
Abantu benshi batinya politiki	Many people are afraid of politics
Abana bose bafite uburenganzira bwo kwiga	All children have a right to study
Egiputa ikora ku mugezi rwa Nile	Egypt touches on river Nile
Perezida wa leta zunze ubumwe za America azasura Korea y'amajyaruguru	The president of United States of America will visit North Korea
Intambara ya kabiri y'isi	World War two
Amashuri azafungura mu kwa kabiri k'umwaka utaha	Schools will open in February next year
Corona virusi ikwirakwiza binyuze mu matembabuzi	Corona virus is transmitted through body fluids
Inama y'uyu munsi yitabiriwe n'abantu ijana	Todays meeting was attended by a hundred people 
Ingagi zo mu misozi zikunda kurya imigano	Mountain gorillas likes to eat bamboos
Isi yose ihangayikishijwe n'intambara iri kubera muri Ukraine	The whole world is concerned about the war that is taking place in Ukraine
Inama ngaruka mwaka	An annual meeting
Ishyaka riri ku butegetsi niryo rifata imyanya myinshi mu nteko ishingamategeko	The leading party is the one to take more positions in the parliament
Nzaguha umugisha kugeza ku buzukuru bawe	I will bless you up to your grandchildren
nsengera ikibazo mfite	i pray for the problem I have
Abanyabwenge bose bakunda gusoma ibitabo	All intellectuals love reading books
Kubura abawe wakundaga bitera agahinda	Losing your loved ones leaves sorrow
Urukundo nyakuri nugufasha abatishoboye	True love is helping the poor
Yohana yujuje inzu y'amagorofa umunani	John has built an eight story mansion
Abayisilamu bafite imyemerere itandukanye n'iy'abakirisitu	Islams have different beliefs from Christians
Ufite uburebure bungana na metero ebyiri na santimetero mirongo itandatu	You have two meters and sixty centimeters in tall
Iyi modoka nayiguze miliyoni mirongo itanu	I bought this car fifty millions
Hashize ibyumweru bike  Frank abonye ibaruwa iturutse kuri ambassade ya Ositirariya	It's been a few weeks since Frank received a letter from the Australian Embassy 
Ejo nariye ibiryo biryoshye cyane	Yesterday I ate very delicious food
Yataye ibyangombwa bye by'akazi	He has lost his Job identifications
Imibu nitwo dukoko dukwirakwiza malariya	Mosquitoes are the insects responsible for transmitting malaria
Virusi itera sida yandurira mu mibonano mpuzabitsina idakingiye	HIV virus is transmitted through unprotected sexual intercourse
Umubyeyi agomba konsa umwana byibure amezi atatu	A parent must breastfeed a baby for atleast three months
Abanyafurika ntago bashyigikira ubutinganyi	Africans don't support homosexuality
 Ni nde uzaba ankuriye mu kazi 	Who will be my superior at work?
Nkunda guteka umuceri n'inyama ku wa mbere	I like to cook rice and meat on Monday
Igitabo cya bibiliya	The bible book
Umutima w'umuntu uba mu gituza cy'ibumoso	A person's heart is located in the left side of the chest
Minisitiri w'ububanyi n'amahanga	The minister of foreign affairs
Abahinzi b'ibigori bibumbiye mu ma koperative	Maize growers grouped themselves in cooperatives
Kuba umuhanzi bisaba igihe kinini cy'imyiteguro	Becoming an artist requires much time of preparation
Murumuna wanjye aransumba	My younger brother is taller than me
Nukuberiki wambaye ubusa	Why are you naked
Nta muntu urusha nyina w'umwana kumukunda	No one loves a child most like her mother
Nagiye kwishyura amafaranga y'ishuri y'umwana wanjye	I went to pay for my child's school fees
Mfite ubushobozi bwo kwiga amasaha atandatu icyarimwe ntararuha	I am able to study six hours straigh before getting tired
Ndi umufana w'ikipe y'igihugu y'u Rwanda 	I am a fan of Rwandan National team
Abana basuzuguye ababyeyi babo	Children disobeyed their parents
Umwanditsi wa Bibiliya ni nde 	Who is the Author of the Bible?
Umuhanda ujya mu ntara y'amajyepfo wafunzwe	The road to Southern province is closed
Afungiwe muri gereza ya Gisenyi	He is locked in Gisenyi Prison
Buri Mujyanama agira Komisiyo akoreramo  	Each Councellor has a comission she works in 
Imodoka ye n'inzu ye yarabigurishije	He has sold his car and his house
Ndemera ko nzagufasha mu buryo bushoboka bwose	I agree that I will help you in all possible ways
Umuvuduko ntarengwa ni mirongo itandatu	The speed limit is sixty
Ndi umukinnyi w'umukino wo koga	I am a player in the sports of swimming
Igiciro cy'isukari cyazamutse cyane	The price of sugar has increased extremely
Amabere y'umugore wonsa aba manini	The breasts of a breastfeeding woman increase in size
Siporo ifasha mu kugabanya ibiro by'umubiri	Sports help in reducing body weight
Inyama z'umweru zitandukanye n'iz'umutuku	White meat is different from Red meat
Banki zitanga inguzanyo ku babyifuza bose bashaka gutangira bizinesi	Banks give loans to whoever that wish to start a business
Nindangiza amashuri yanjye ya kaminuza nzahita ngura imodoka	"When I finish my university studies, I will buy a car"
Sogokuru wanjye afite imyaka mirongo inani nitanu	My grandfather is eighty five years old
Gutera ibiti bigabanya isuri	Planting trees reduces soil erosion
Uburundi buri mu bihugu bikennye ku isi	Burundi is among the poorest country in the world
Naguze matera ebyiri zo kuraraho 	I have bought two mattresses to sleep on
Maze gusoma ibitabo bitatu muri iki cyumweru	I have read three books in this week
Umwami Dawidi yari umwami utinyitse	King David was a scary king
Televiziyo yerekana amakuru yose ari kubera kwisi	The television shows all news happening in the world
Kubera iki uhora useka?	Why are you always laughing?
Uno munsi ndamesa imyenda yanjye yose isa nabi	Today I will wash all my dirty clothes
Abakirisito bose bajya gusenga ku cyumweru 	All christians go to church on Sunday
mukuru we  agutega amatwi	his elder brother listens to you
icyemezo  gishobora gutumizwa mu buryo bwihuse	the certificate can be summoned immediately
Igazeti ya Leta ya Repubulika y u Rwanda   	Official Gazette of the Republic of Rwanda 
ibitekerezo bidakwiriye bishobora gutuma tugira ibyifuzo bibi	Wrong thinking can lead to wrong desires
abo banyeshuri bagaruka muri icyo gihugu barangije	those students return to the country after graduation
ngo amabanki ashobore kugaragaza  ibipimo	so that banks can demonstrate measurement
Ingingo ya Abagize inama y ubutegetsi	Article of the Board of Directors 
Nanone yahaye abantu igihe cyo kwishyiriraho ubutegetsi 	He also gave people time to establish their leadership themselves
Ni nk'abahungu bato bicaye mu maguriro	It’s like little boys sitting in a mall
umuntu wica umwami asuzugura israel	The man who kills the king despises Israel
bavuga ijwi rirenga bati  Agakiza ni ak Imana	"they say with a loud voice, ""Salvation is of God."""
guteza imbere inzego za Sosiyete Sivile	to develope the civil society  institutions
mfasha ndagusabye	help me please
Ingingo zireba inzego zose	Articles apply to all levels/sectors
akagura ibikoresho biteye ku buryo bukurikira 	and purchases the equipment that are as follow
ibikorwa byiza by'umuntu	 Good manners of a person
 Afurika y i Burasirazuba	 East Africa 
icyifuzo cyo kwinjira 	suggestions to join 
Kayizari yavuze  kandi yuko ubwe agiye kujyayo vuba	Caesar also said that himself would go there soon
ubwo bwato bwasubiye muri Ositaraliya  	 the ship returned to Australia
byose by ikasikazi  ni ko Uwiteka avuga 	all of this is what the Lord says
ba Aroni ni bo bakorera Yehova  kandi Abalewi barabafasha	the Aarons are the one who serves Jehovah and the Levites help them
abana banyu bazababwira	your children will tell you
uririmbe indirimbo nyinshi kugira ngo wibukwe 	sing a lot of songs to be remembered
nibagera mu makuba bazanshaka	when they get into trouble they will need me
uruhushya rugabanyijemo  ibice byingenzi bibiri	the permit is divided into two main parts
Umutwe w Abadepite 	Chamber of Deputies
yari agiye kugera muri Egiputa	he was about to reach to Egypt
Urwego Ngenzuramikorere ruha uruhushya	The Regulatory Authority gives a permit
Ubuyobozi bw igenzura  no kugira inama	Supervision and consultation management
Abayuda baramugota baramubaza bati  Uzageza ryari?	"The Jews surround him and asked him, ""when will u move on"""
gitandukanye cyatanzwe n'urundi ruhande 	differently presented by the other side
nitwa kagabo yohana	my name is kagabo jean
rwose byagombye kuduhumuriza	it should really comfort us
abamisiyoni bacengera mu giturage  biga ururimi 	missionaries immersed in the village and learnt the language
ubwumvikane busesuye ntibuzashoboka 	complete agreement would not be possible
uturuka ku kugira uruhare	comes from participation
Mbere yo guhagarika cyangwa gukuraho	Before stopping or removing
amategeko ngengamikorere ya MHC 	the operating rules of MHC
Urwanda  rugengwa naya mahame	Rwanda is governed by this principles
uretse abagore babo ukwabo 	apart from their wives themselves 
